"City","State","Year","Victim.Count","County"
"Santa Fe","NM",1987,18,"Santa Fe"
"Socorro","NM",1987,1,"Socorro"
"Taos","NM",1987,1,"Taos"
"Union","NM",1987,1,"Union"
"Valencia","NM",1987,4,"Valencia"
"Clark","NV",1987,61,"Clark"
"Esmeralda","NV",1987,1,"Esmeralda"
"Lincoln","NV",1987,1,"Lincoln"
"Strey","NV",1987,1,"Strey"
"Washoe","NV",1987,16,"Washoe"
"White Pine","NV",1987,2,"White Pine"
"Albany","NY",1987,18,"Albany"
"Broome","NY",1987,3,"Broome"
"Chemung","NY",1987,3,"Chemung"
"Columbia","NY",1987,2,"Columbia"
"Dutchess","NY",1987,11,"Dutchess"
"Erie","NY",1987,25,"Erie"
"Fulton","NY",1987,2,"Fulton"
"Genesee","NY",1987,1,"Genesee"
"Herkimer","NY",1987,2,"Herkimer"
"Jefferson","NY",1987,2,"Jefferson"
"Monroe","NY",1987,25,"Monroe"
"Nassau","NY",1987,37,"Nassau"
"New York","NY",1987,1604,"New York"
"Niagara","NY",1987,4,"Niagara"
"Oneida","NY",1987,9,"Oneida"
"Onondaga","NY",1987,15,"Onondaga"
"Ontario","NY",1987,2,"Ontario"
"Orange","NY",1987,8,"Orange"
"Orleans","NY",1987,1,"Orleans"
"Oswego","NY",1987,1,"Oswego"
"Rensselaer","NY",1987,5,"Rensselaer"
"Rockland","NY",1987,10,"Rockland"
"Saratoga","NY",1987,2,"Saratoga"
"Schenectady","NY",1987,3,"Schenectady"
"Stuben","NY",1987,2,"Stuben"
"Suffolk","NY",1987,36,"Suffolk"
"Sullivan","NY",1987,3,"Sullivan"
"Tompkins","NY",1987,4,"Tompkins"
"Ulster","NY",1987,5,"Ulster"
"Warren","NY",1987,7,"Warren"
"Washington","NY",1987,1,"Washington"
"Wayne","NY",1987,1,"Wayne"
"Westchester","NY",1987,34,"Westchester"
"Wyoming","NY",1987,2,"Wyoming"
"Allen","OH",1987,5,"Allen"
"Ashtabula","OH",1987,1,"Ashtabula"
"Auglaize","OH",1987,1,"Auglaize"
"Butler","OH",1987,11,"Butler"
"Champaign","OH",1987,1,"Champaign"
"Clark","OH",1987,9,"Clark"
"Clermont","OH",1987,4,"Clermont"
"Clinton","OH",1987,1,"Clinton"
"Columbiana","OH",1987,2,"Columbiana"
"Crawford","OH",1987,2,"Crawford"
"Cuyahoga","OH",1987,185,"Cuyahoga"
"Darke","OH",1987,3,"Darke"
"Defiance","OH",1987,1,"Defiance"
"Delaware","OH",1987,2,"Delaware"
"Fayette","OH",1987,1,"Fayette"
"Franklin","OH",1987,105,"Franklin"
"Fulton","OH",1987,2,"Fulton"
"Gallia","OH",1987,2,"Gallia"
"Geauga","OH",1987,3,"Geauga"
"Greene","OH",1987,1,"Greene"
"Hamilton","OH",1987,241,"Hamilton"
"Jefferson","OH",1987,1,"Jefferson"
"Lake","OH",1987,2,"Lake"
"Licking","OH",1987,1,"Licking"
"Logan","OH",1987,1,"Logan"
"Lorain","OH",1987,3,"Lorain"
"Lucas","OH",1987,36,"Lucas"
"Madison","OH",1987,1,"Madison"
"Mahoning","OH",1987,21,"Mahoning"
"Marion","OH",1987,2,"Marion"
"Miami","OH",1987,5,"Miami"
"Montgomery","OH",1987,54,"Montgomery"
"Morgan","OH",1987,1,"Morgan"
"Muskingum","OH",1987,1,"Muskingum"
"Pike","OH",1987,1,"Pike"
"Portage","OH",1987,1,"Portage"
"Preble","OH",1987,7,"Preble"
"Putnam","OH",1987,1,"Putnam"
"Ross","OH",1987,5,"Ross"
"Sandusky","OH",1987,1,"Sandusky"
"Scioto","OH",1987,2,"Scioto"
"Shelby","OH",1987,2,"Shelby"
"Strk","OH",1987,17,"Strk"
"Summit","OH",1987,26,"Summit"
"Trumbull","OH",1987,5,"Trumbull"
"Warren","OH",1987,4,"Warren"
"Wayne","OH",1987,3,"Wayne"
"Wood","OH",1987,3,"Wood"
"Wyandot","OH",1987,1,"Wyandot"
"Adair","OK",1987,4,"Adair"
"Atoka","OK",1987,1,"Atoka"
"Beckham","OK",1987,1,"Beckham"
"Bryan","OK",1987,5,"Bryan"
"Caddo","OK",1987,2,"Caddo"
"Canadian","OK",1987,1,"Canadian"
"Carter","OK",1987,7,"Carter"
"Cherokee","OK",1987,1,"Cherokee"
"Choctaw","OK",1987,4,"Choctaw"
"Cleveland","OK",1987,10,"Cleveland"
"Comanche","OK",1987,8,"Comanche"
"Craig","OK",1987,8,"Craig"
"Creek","OK",1987,9,"Creek"
"Custer","OK",1987,3,"Custer"
"Delaware","OK",1987,4,"Delaware"
"Garfield","OK",1987,3,"Garfield"
"Garvin","OK",1987,1,"Garvin"
"Grady","OK",1987,2,"Grady"
"Greer","OK",1987,2,"Greer"
"Harmon","OK",1987,1,"Harmon"
"Haskell","OK",1987,1,"Haskell"
"Jackson","OK",1987,3,"Jackson"
"Jefferson","OK",1987,3,"Jefferson"
"Johnston","OK",1987,2,"Johnston"
"Kay","OK",1987,1,"Kay"
"Kiowa","OK",1987,2,"Kiowa"
"Latimer","OK",1987,2,"Latimer"
"Le Flore","OK",1987,4,"Le Flore"
"Logan","OK",1987,4,"Logan"
"Love","OK",1987,1,"Love"
"Mayes","OK",1987,2,"Mayes"
"Mccurtain","OK",1987,9,"Mccurtain"
"Mcintosh","OK",1987,1,"Mcintosh"
"Murray","OK",1987,2,"Murray"
"Muskogee","OK",1987,9,"Muskogee"
"Okfuskee","OK",1987,1,"Okfuskee"
"Oklahoma","OK",1987,87,"Oklahoma"
"Okmulgee","OK",1987,2,"Okmulgee"
"Osage","OK",1987,1,"Osage"
"Ottawa","OK",1987,1,"Ottawa"
"Payne","OK",1987,3,"Payne"
"Pittsburg","OK",1987,2,"Pittsburg"
"Pontotoc","OK",1987,1,"Pontotoc"
"Pottawatomie","OK",1987,1,"Pottawatomie"
"Pushmataha","OK",1987,2,"Pushmataha"
"Rogers","OK",1987,2,"Rogers"
"Seminole","OK",1987,3,"Seminole"
"Sequoyah","OK",1987,1,"Sequoyah"
"Texas","OK",1987,2,"Texas"
"Tillman","OK",1987,4,"Tillman"
"Tulsa","OK",1987,46,"Tulsa"
"Wagoner","OK",1987,4,"Wagoner"
"Benton","OR",1987,1,"Benton"
"Clackamas","OR",1987,17,"Clackamas"
"Clatsop","OR",1987,1,"Clatsop"
"Columbia","OR",1987,1,"Columbia"
"Coos","OR",1987,4,"Coos"
"Curry","OR",1987,2,"Curry"
"Deschutes","OR",1987,4,"Deschutes"
"Douglas","OR",1987,3,"Douglas"
"Hood River","OR",1987,1,"Hood River"
"Jackson","OR",1987,5,"Jackson"
"Jefferson","OR",1987,1,"Jefferson"
"Josephine","OR",1987,3,"Josephine"
"Klamath","OR",1987,7,"Klamath"
"Lane","OR",1987,8,"Lane"
"Linn","OR",1987,5,"Linn"
"Marion","OR",1987,10,"Marion"
"Multnomah","OR",1987,80,"Multnomah"
"Polk","OR",1987,3,"Polk"
"Tillamook","OR",1987,2,"Tillamook"
"Umatilla","OR",1987,2,"Umatilla"
"Union","OR",1987,1,"Union"
"Wasco","OR",1987,3,"Wasco"
"Washington","OR",1987,4,"Washington"
"Yamhill","OR",1987,1,"Yamhill"
"Allegheny","PA",1987,45,"Allegheny"
"Beaver","PA",1987,5,"Beaver"
"Bedford","PA",1987,1,"Bedford"
"Berks","PA",1987,21,"Berks"
"Blair","PA",1987,1,"Blair"
"Bradford","PA",1987,2,"Bradford"
"Bucks","PA",1987,10,"Bucks"
"Butler","PA",1987,15,"Butler"
"Cambria","PA",1987,1,"Cambria"
"Carbon","PA",1987,3,"Carbon"
"Centre","PA",1987,1,"Centre"
"Chester","PA",1987,12,"Chester"
"Clearfield","PA",1987,4,"Clearfield"
"Clinton","PA",1987,1,"Clinton"
"Columbia","PA",1987,4,"Columbia"
"Cumberland","PA",1987,2,"Cumberland"
"Dauphin","PA",1987,3,"Dauphin"
"Delaware","PA",1987,22,"Delaware"
"Elk","PA",1987,2,"Elk"
"Erie","PA",1987,4,"Erie"
"Fayette","PA",1987,7,"Fayette"
"Franklin","PA",1987,6,"Franklin"
"Greene","PA",1987,2,"Greene"
"Huntingdon","PA",1987,1,"Huntingdon"
"Indiana","PA",1987,6,"Indiana"
"Jefferson","PA",1987,1,"Jefferson"
"Juniata","PA",1987,1,"Juniata"
"Lackawanna","PA",1987,1,"Lackawanna"
"Lancaster","PA",1987,11,"Lancaster"
"Lawrence","PA",1987,2,"Lawrence"
"Lebanon","PA",1987,1,"Lebanon"
"Lehigh","PA",1987,9,"Lehigh"
"Luzerne","PA",1987,5,"Luzerne"
"Mckean","PA",1987,1,"Mckean"
"Mercer","PA",1987,5,"Mercer"
"Mifflin","PA",1987,3,"Mifflin"
"Monroe","PA",1987,2,"Monroe"
"Montgomery","PA",1987,9,"Montgomery"
"Montour","PA",1987,1,"Montour"
"Northampton","PA",1987,6,"Northampton"
"Northumberland","PA",1987,1,"Northumberland"
"Perry","PA",1987,3,"Perry"
"Philadelphia","PA",1987,305,"Philadelphia"
"Schuylkill","PA",1987,4,"Schuylkill"
"Tioga","PA",1987,2,"Tioga"
"Washington","PA",1987,5,"Washington"
"Wayne","PA",1987,1,"Wayne"
"Westmoreland","PA",1987,8,"Westmoreland"
"York","PA",1987,8,"York"
"Kent","RI",1987,5,"Kent"
"Newport","RI",1987,1,"Newport"
"Providence","RI",1987,37,"Providence"
"Washington","RI",1987,1,"Washington"
"Abbeville","SC",1987,6,"Abbeville"
"Aiken","SC",1987,9,"Aiken"
"Allendale","SC",1987,1,"Allendale"
"Anderson","SC",1987,13,"Anderson"
"Bamberg","SC",1987,1,"Bamberg"
"Beaufort","SC",1987,5,"Beaufort"
"Berkeley","SC",1987,9,"Berkeley"
"Calhoun","SC",1987,3,"Calhoun"
"Charleston","SC",1987,29,"Charleston"
"Chester","SC",1987,3,"Chester"
"Chesterfield","SC",1987,5,"Chesterfield"
"Clarendon","SC",1987,3,"Clarendon"
"Colleton","SC",1987,4,"Colleton"
"Darlington","SC",1987,3,"Darlington"
"Dillon","SC",1987,6,"Dillon"
"Dorchester","SC",1987,4,"Dorchester"
"Edgefield","SC",1987,3,"Edgefield"
"Florence","SC",1987,18,"Florence"
"Georgetown","SC",1987,2,"Georgetown"
"Greenville","SC",1987,38,"Greenville"
"Greenwood","SC",1987,1,"Greenwood"
"Hampton","SC",1987,2,"Hampton"
"Horry","SC",1987,15,"Horry"
"Jasper","SC",1987,2,"Jasper"
"Kershaw","SC",1987,2,"Kershaw"
"Lancaster","SC",1987,3,"Lancaster"
"Laurens","SC",1987,7,"Laurens"
"Lexington","SC",1987,13,"Lexington"
"Marion","SC",1987,3,"Marion"
"Marlboro","SC",1987,4,"Marlboro"
"Mccormick","SC",1987,1,"Mccormick"
"Newberry","SC",1987,8,"Newberry"
"Oconee","SC",1987,5,"Oconee"
"Orangeburg","SC",1987,8,"Orangeburg"
"Pickens","SC",1987,6,"Pickens"
"Richland","SC",1987,34,"Richland"
"Saluda","SC",1987,2,"Saluda"
"Spartanburg","SC",1987,18,"Spartanburg"
"Sumter","SC",1987,8,"Sumter"
"Union","SC",1987,3,"Union"
"Williamsburg","SC",1987,8,"Williamsburg"
"York","SC",1987,11,"York"
"Beadle","SD",1987,1,"Beadle"
"Brown","SD",1987,1,"Brown"
"Clay","SD",1987,1,"Clay"
"Codington","SD",1987,1,"Codington"
"Lawrence","SD",1987,2,"Lawrence"
"Marshall","SD",1987,1,"Marshall"
"Meade","SD",1987,1,"Meade"
"Minnehaha","SD",1987,2,"Minnehaha"
"Pennington","SD",1987,1,"Pennington"
"Anderson","TN",1987,2,"Anderson"
"Bedford","TN",1987,3,"Bedford"
"Bradley","TN",1987,4,"Bradley"
"Cannon","TN",1987,1,"Cannon"
"Carter","TN",1987,3,"Carter"
"Chester","TN",1987,1,"Chester"
"Cocke","TN",1987,1,"Cocke"
"Coffee","TN",1987,1,"Coffee"
"Crockett","TN",1987,1,"Crockett"
"Davidson","TN",1987,85,"Davidson"
"Fayette","TN",1987,4,"Fayette"
"Franklin","TN",1987,1,"Franklin"
"Gibson","TN",1987,1,"Gibson"
"Giles","TN",1987,1,"Giles"
"Greene","TN",1987,1,"Greene"
"Hamilton","TN",1987,27,"Hamilton"
"Hancock","TN",1987,1,"Hancock"
"Hardeman","TN",1987,3,"Hardeman"
"Hardin","TN",1987,1,"Hardin"
"Haywood","TN",1987,2,"Haywood"
"Henderson","TN",1987,2,"Henderson"
"Houston","TN",1987,1,"Houston"
"Knox","TN",1987,34,"Knox"
"Lauderdale","TN",1987,2,"Lauderdale"
"Lawrence","TN",1987,2,"Lawrence"
"Macon","TN",1987,1,"Macon"
"Madison","TN",1987,4,"Madison"
"Maury","TN",1987,2,"Maury"
"Mcminn","TN",1987,2,"Mcminn"
"Monroe","TN",1987,1,"Monroe"
"Montgomery","TN",1987,4,"Montgomery"
"Morgan","TN",1987,1,"Morgan"
"Obion","TN",1987,1,"Obion"
"Rhea","TN",1987,1,"Rhea"
"Roane","TN",1987,5,"Roane"
"Robertson","TN",1987,3,"Robertson"
"Rutherford","TN",1987,3,"Rutherford"
"Shelby","TN",1987,162,"Shelby"
"Sullivan","TN",1987,10,"Sullivan"
"Sumner","TN",1987,5,"Sumner"
"Tipton","TN",1987,4,"Tipton"
"Union","TN",1987,1,"Union"
"Warren","TN",1987,4,"Warren"
"Washington","TN",1987,6,"Washington"
"White","TN",1987,1,"White"
"Williamson","TN",1987,1,"Williamson"
"Anderson","TX",1987,5,"Anderson"
"Andrews","TX",1987,1,"Andrews"
"Angelina","TX",1987,9,"Angelina"
"Aransas","TX",1987,8,"Aransas"
"Atascosa","TX",1987,7,"Atascosa"
"Austin","TX",1987,3,"Austin"
"Bailey","TX",1987,1,"Bailey"
"Bandera","TX",1987,2,"Bandera"
"Bastrop","TX",1987,4,"Bastrop"
"Bee","TX",1987,1,"Bee"
"Bell","TX",1987,9,"Bell"
"Bexar","TX",1987,210,"Bexar"
"Blanco","TX",1987,2,"Blanco"
"Bosque","TX",1987,1,"Bosque"
"Bowie","TX",1987,8,"Bowie"
"Brazoria","TX",1987,14,"Brazoria"
"Brazos","TX",1987,6,"Brazos"
"Brewster","TX",1987,1,"Brewster"
"Brooks","TX",1987,1,"Brooks"
"Brown","TX",1987,2,"Brown"
"Burnet","TX",1987,2,"Burnet"
"Caldwell","TX",1987,2,"Caldwell"
"Calhoun","TX",1987,3,"Calhoun"
"Cameron","TX",1987,22,"Cameron"
"Camp","TX",1987,1,"Camp"
"Carson","TX",1987,1,"Carson"
"Cass","TX",1987,1,"Cass"
"Castro","TX",1987,2,"Castro"
"Chambers","TX",1987,6,"Chambers"
"Childress","TX",1987,1,"Childress"
"Collin","TX",1987,4,"Collin"
"Colorado","TX",1987,1,"Colorado"
"Comal","TX",1987,2,"Comal"
"Cooke","TX",1987,1,"Cooke"
"Culberson","TX",1987,1,"Culberson"
"Dallam","TX",1987,1,"Dallam"
"Dallas","TX",1987,380,"Dallas"
"De Witt","TX",1987,1,"De Witt"
"Deaf Smith","TX",1987,1,"Deaf Smith"
"Denton","TX",1987,8,"Denton"
"Dickens","TX",1987,1,"Dickens"
"Dimmit","TX",1987,2,"Dimmit"
"Duval","TX",1987,4,"Duval"
"Ector","TX",1987,13,"Ector"
"Edwards","TX",1987,1,"Edwards"
"El Paso","TX",1987,31,"El Paso"
"Ellis","TX",1987,10,"Ellis"
"Erath","TX",1987,2,"Erath"
"Fisher","TX",1987,2,"Fisher"
"Fort Bend","TX",1987,5,"Fort Bend"
"Franklin","TX",1987,2,"Franklin"
"Freestone","TX",1987,1,"Freestone"
"Frio","TX",1987,1,"Frio"
"Galveston","TX",1987,32,"Galveston"
"Gillespie","TX",1987,2,"Gillespie"
"Gray","TX",1987,3,"Gray"
"Grayson","TX",1987,9,"Grayson"
"Gregg","TX",1987,13,"Gregg"
"Grimes","TX",1987,1,"Grimes"
"Guadalupe","TX",1987,4,"Guadalupe"
"Hale","TX",1987,3,"Hale"
"Hamilton","TX",1987,2,"Hamilton"
"Hardin","TX",1987,3,"Hardin"
"Harris","TX",1987,452,"Harris"
"Harrison","TX",1987,9,"Harrison"
"Hays","TX",1987,1,"Hays"
"Henderson","TX",1987,12,"Henderson"
"Hidalgo","TX",1987,26,"Hidalgo"
"Hill","TX",1987,4,"Hill"
"Hockley","TX",1987,2,"Hockley"
"Hood","TX",1987,2,"Hood"
"Hopkins","TX",1987,2,"Hopkins"
"Houston","TX",1987,2,"Houston"
"Howard","TX",1987,4,"Howard"
"Hunt","TX",1987,9,"Hunt"
"Hutchinson","TX",1987,1,"Hutchinson"
"Jasper","TX",1987,2,"Jasper"
"Jeff Davis","TX",1987,1,"Jeff Davis"
"Jefferson","TX",1987,30,"Jefferson"
"Jim Wells","TX",1987,3,"Jim Wells"
"Johnson","TX",1987,3,"Johnson"
"Jones","TX",1987,2,"Jones"
"Kaufman","TX",1987,6,"Kaufman"
"Kerr","TX",1987,1,"Kerr"
"Kleberg","TX",1987,3,"Kleberg"
"Lamar","TX",1987,2,"Lamar"
"Lamb","TX",1987,3,"Lamb"
"Lavaca","TX",1987,1,"Lavaca"
"Lee","TX",1987,1,"Lee"
"Leon","TX",1987,3,"Leon"
"Liberty","TX",1987,6,"Liberty"
"Limestone","TX",1987,1,"Limestone"
"Llano","TX",1987,4,"Llano"
"Lubbock","TX",1987,33,"Lubbock"
"Lynn","TX",1987,2,"Lynn"
"Madison","TX",1987,2,"Madison"
"Marion","TX",1987,1,"Marion"
"Matagorda","TX",1987,5,"Matagorda"
"Maverick","TX",1987,2,"Maverick"
"Mclennan","TX",1987,29,"Mclennan"
"Medina","TX",1987,1,"Medina"
"Midland","TX",1987,12,"Midland"
"Milam","TX",1987,2,"Milam"
"Mills","TX",1987,1,"Mills"
"Montague","TX",1987,2,"Montague"
"Montgomery","TX",1987,11,"Montgomery"
"Morris","TX",1987,1,"Morris"
"Nacogdoches","TX",1987,7,"Nacogdoches"
"Navarro","TX",1987,10,"Navarro"
"Newton","TX",1987,3,"Newton"
"Nueces","TX",1987,24,"Nueces"
"Ochiltree","TX",1987,1,"Ochiltree"
"Oldham","TX",1987,1,"Oldham"
"Orange","TX",1987,9,"Orange"
"Palo Pinto","TX",1987,1,"Palo Pinto"
"Panola","TX",1987,2,"Panola"
"Parker","TX",1987,6,"Parker"
"Pecos","TX",1987,5,"Pecos"
"Polk","TX",1987,5,"Polk"
"Potter","TX",1987,19,"Potter"
"Rains","TX",1987,2,"Rains"
"Randall","TX",1987,2,"Randall"
"Red River","TX",1987,3,"Red River"
"Reeves","TX",1987,3,"Reeves"
"Robertson","TX",1987,3,"Robertson"
"Rockwall","TX",1987,2,"Rockwall"
"Rusk","TX",1987,7,"Rusk"
"San Augustine","TX",1987,3,"San Augustine"
"San Jacinto","TX",1987,3,"San Jacinto"
"San Patricio","TX",1987,6,"San Patricio"
"San Saba","TX",1987,1,"San Saba"
"Shelby","TX",1987,7,"Shelby"
"Smith","TX",1987,19,"Smith"
"Strr","TX",1987,3,"Strr"
"Tarrant","TX",1987,179,"Tarrant"
"Taylor","TX",1987,6,"Taylor"
"Terry","TX",1987,1,"Terry"
"Titus","TX",1987,1,"Titus"
"Tom Green","TX",1987,11,"Tom Green"
"Travis","TX",1987,39,"Travis"
"Trinity","TX",1987,1,"Trinity"
"Tyler","TX",1987,2,"Tyler"
"Upshur","TX",1987,4,"Upshur"
"Uvalde","TX",1987,2,"Uvalde"
"Val Verde","TX",1987,3,"Val Verde"
"Van Zandt","TX",1987,2,"Van Zandt"
"Victoria","TX",1987,4,"Victoria"
"Walker","TX",1987,4,"Walker"
"Waller","TX",1987,3,"Waller"
"Ward","TX",1987,1,"Ward"
"Washington","TX",1987,2,"Washington"
"Webb","TX",1987,12,"Webb"
"Wharton","TX",1987,9,"Wharton"
"Wheeler","TX",1987,1,"Wheeler"
"Wichita","TX",1987,18,"Wichita"
"Williamson","TX",1987,1,"Williamson"
"Winkler","TX",1987,1,"Winkler"
"Wood","TX",1987,4,"Wood"
"Young","TX",1987,1,"Young"
"Zavala","TX",1987,3,"Zavala"
"Box Elder","UT",1987,2,"Box Elder"
"Carbon","UT",1987,1,"Carbon"
"Davis","UT",1987,4,"Davis"
"Grand","UT",1987,1,"Grand"
"Iron","UT",1987,1,"Iron"
"Salt Lake","UT",1987,29,"Salt Lake"
"San Juan","UT",1987,1,"San Juan"
"Sanpete","UT",1987,2,"Sanpete"
"Utah","UT",1987,5,"Utah"
"Wasatch","UT",1987,1,"Wasatch"
"Washington","UT",1987,3,"Washington"
"Weber","UT",1987,6,"Weber"
"Accomack","VA",1987,2,"Accomack"
"Albemarle","VA",1987,3,"Albemarle"
"Alexandria","VA",1987,9,"Alexandria"
"Amelia","VA",1987,1,"Amelia"
"Amherst","VA",1987,15,"Amherst"
"Appomattox","VA",1987,1,"Appomattox"
"Arlington","VA",1987,4,"Arlington"
"Augusta","VA",1987,3,"Augusta"
"Bedford","VA",1987,2,"Bedford"
"Botetourt","VA",1987,1,"Botetourt"
"Brunswick","VA",1987,2,"Brunswick"
"Buchanan","VA",1987,1,"Buchanan"
"Buckingham","VA",1987,1,"Buckingham"
"Campbell","VA",1987,2,"Campbell"
"Caroline","VA",1987,1,"Caroline"
"Carroll","VA",1987,6,"Carroll"
"Charlottesville","VA",1987,4,"Charlottesville"
"Chesapeake","VA",1987,9,"Chesapeake"
"Chesterfield","VA",1987,6,"Chesterfield"
"Clarke","VA",1987,1,"Clarke"
"Craig","VA",1987,1,"Craig"
"Culpeper","VA",1987,1,"Culpeper"
"Danville","VA",1987,3,"Danville"
"Dickenson","VA",1987,1,"Dickenson"
"Essex","VA",1987,2,"Essex"
"Fairfax","VA",1987,16,"Fairfax"
"Fauquier","VA",1987,1,"Fauquier"
"Floyd","VA",1987,2,"Floyd"
"Fluvanna","VA",1987,3,"Fluvanna"
"Franklin","VA",1987,2,"Franklin"
"Frederick","VA",1987,1,"Frederick"
"Fredericksburg","VA",1987,1,"Fredericksburg"
"Gloucester","VA",1987,3,"Gloucester"
"Grayson","VA",1987,1,"Grayson"
"Halifax","VA",1987,4,"Halifax"
"Hampton","VA",1987,10,"Hampton"
"Hanover","VA",1987,5,"Hanover"
"Harrisonburg","VA",1987,3,"Harrisonburg"
"Henrico","VA",1987,16,"Henrico"
"Henry","VA",1987,6,"Henry"
"Hopewell","VA",1987,4,"Hopewell"
"Isle Of Wight","VA",1987,4,"Isle Of Wight"
"King George","VA",1987,3,"King George"
"Lee","VA",1987,3,"Lee"
"Loudoun","VA",1987,1,"Loudoun"
"Louisa","VA",1987,1,"Louisa"
"Lunenburg","VA",1987,3,"Lunenburg"
"Lynchburg","VA",1987,4,"Lynchburg"
"Madison","VA",1987,1,"Madison"
"Manassas","VA",1987,1,"Manassas"
"Martinsville","VA",1987,1,"Martinsville"
"Mecklenburg","VA",1987,5,"Mecklenburg"
"Middlesex","VA",1987,3,"Middlesex"
"Nelson","VA",1987,1,"Nelson"
"Newport News","VA",1987,16,"Newport News"
"Norfolk","VA",1987,51,"Norfolk"
"Northampton","VA",1987,2,"Northampton"
"Northumberland","VA",1987,1,"Northumberland"
"Norton","VA",1987,1,"Norton"
"Nottoway","VA",1987,2,"Nottoway"
"Orange","VA",1987,2,"Orange"
"Petersburg","VA",1987,7,"Petersburg"
"Pittsylvania","VA",1987,3,"Pittsylvania"
"Portsmouth","VA",1987,29,"Portsmouth"
"Powhatan","VA",1987,2,"Powhatan"
"Prince George","VA",1987,2,"Prince George"
"Prince William","VA",1987,3,"Prince William"
"Pulaski","VA",1987,2,"Pulaski"
"Richmond","VA",1987,81,"Richmond"
"Roanoke","VA",1987,17,"Roanoke"
"Rockbridge","VA",1987,1,"Rockbridge"
"Rockingham","VA",1987,2,"Rockingham"
"Russell","VA",1987,1,"Russell"
"Salem","VA",1987,1,"Salem"
"Scott","VA",1987,2,"Scott"
"Shenandoah","VA",1987,1,"Shenandoah"
"Stfford","VA",1987,3,"Stfford"
"Stunton","VA",1987,2,"Stunton"
"Suffolk","VA",1987,11,"Suffolk"
"Tazewell","VA",1987,2,"Tazewell"
"Virginia Beach","VA",1987,12,"Virginia Beach"
"Warren","VA",1987,2,"Warren"
"Waynesboro","VA",1987,3,"Waynesboro"
"Westmoreland","VA",1987,4,"Westmoreland"
"Winchester","VA",1987,1,"Winchester"
"Wise","VA",1987,1,"Wise"
"Bennington","VT",1987,2,"Bennington"
"Caledonia","VT",1987,1,"Caledonia"
"Franklin","VT",1987,1,"Franklin"
"Washington","VT",1987,7,"Washington"
"Windham","VT",1987,2,"Windham"
"Windsor","VT",1987,3,"Windsor"
"Adams","WA",1987,3,"Adams"
"Benton","WA",1987,5,"Benton"
"Chelan","WA",1987,4,"Chelan"
"Clallam","WA",1987,2,"Clallam"
"Clark","WA",1987,6,"Clark"
"Cowlitz","WA",1987,3,"Cowlitz"
"Franklin","WA",1987,27,"Franklin"
"Grays Harbor","WA",1987,6,"Grays Harbor"
"Island","WA",1987,3,"Island"
"King","WA",1987,90,"King"
"Kitsap","WA",1987,8,"Kitsap"
"Klickitat","WA",1987,1,"Klickitat"
"Lewis","WA",1987,2,"Lewis"
"Pierce","WA",1987,41,"Pierce"
"San Juan","WA",1987,2,"San Juan"
"Skagit","WA",1987,5,"Skagit"
"Skamania","WA",1987,7,"Skamania"
"Snohomish","WA",1987,6,"Snohomish"
"Spokane","WA",1987,22,"Spokane"
"Stvens","WA",1987,3,"Stvens"
"Thurston","WA",1987,2,"Thurston"
"Walla Walla","WA",1987,4,"Walla Walla"
"Whatcom","WA",1987,5,"Whatcom"
"Whitman","WA",1987,1,"Whitman"
"Yakima","WA",1987,25,"Yakima"
"Adams","WI",1987,1,"Adams"
"Barron","WI",1987,1,"Barron"
"Bayfield","WI",1987,1,"Bayfield"
"Brown","WI",1987,3,"Brown"
"Burnett","WI",1987,1,"Burnett"
"Dane","WI",1987,6,"Dane"
"Dodge","WI",1987,1,"Dodge"
"Door","WI",1987,1,"Door"
"Dunn","WI",1987,1,"Dunn"
"Eau Claire","WI",1987,1,"Eau Claire"
"Grant","WI",1987,1,"Grant"
"Iron","WI",1987,1,"Iron"
"Jackson","WI",1987,1,"Jackson"
"Jefferson","WI",1987,1,"Jefferson"
"Juneau","WI",1987,1,"Juneau"
"Kenosha","WI",1987,4,"Kenosha"
"Kewaunee","WI",1987,1,"Kewaunee"
"La Crosse","WI",1987,7,"La Crosse"
"Marathon","WI",1987,14,"Marathon"
"Marinette","WI",1987,2,"Marinette"
"Menominee","WI",1987,1,"Menominee"
"Milwaukee","WI",1987,99,"Milwaukee"
"Outagamie","WI",1987,1,"Outagamie"
"Ozaukee","WI",1987,1,"Ozaukee"
"Pierce","WI",1987,2,"Pierce"
"Racine","WI",1987,8,"Racine"
"Rock","WI",1987,2,"Rock"
"Sauk","WI",1987,1,"Sauk"
"Taylor","WI",1987,1,"Taylor"
"Vilas","WI",1987,2,"Vilas"
"Walworth","WI",1987,2,"Walworth"
"Washington","WI",1987,8,"Washington"
"Waukesha","WI",1987,3,"Waukesha"
"Winnebago","WI",1987,2,"Winnebago"
"Wood","WI",1987,2,"Wood"
"Berkeley","WV",1987,3,"Berkeley"
"Boone","WV",1987,2,"Boone"
"Cabell","WV",1987,9,"Cabell"
"Doddridge","WV",1987,1,"Doddridge"
"Fayette","WV",1987,3,"Fayette"
"Grant","WV",1987,2,"Grant"
"Greenbrier","WV",1987,2,"Greenbrier"
"Hardy","WV",1987,2,"Hardy"
"Harrison","WV",1987,8,"Harrison"
"Jefferson","WV",1987,3,"Jefferson"
"Kanawha","WV",1987,7,"Kanawha"
"Lewis","WV",1987,1,"Lewis"
"Lincoln","WV",1987,1,"Lincoln"
"Logan","WV",1987,7,"Logan"
